iter	Passed	Remaining
752	4636	1520
753	4642	1514
754	4648	1508
755	4653	1502
756	4658	1495
757	4663	1488
758	4668	1482
759	4673	1475
760	4678	1469
761	4684	1463
762	4689	1456
763	4695	1450
764	4701	1444
765	4709	1438
766	4716	1432
767	4723	1426
768	4729	1420
769	4735	1414
770	4744	1409
771	4749	1402
772	4756	1396
773	4762	1390
774	4767	1384
775	4777	1378
776	4782	1372
777	4792	1367
778	4798	1361
779	4807	1355
780	4812	1349
781	4820	1343
782	4827	1337
783	4832	1331
784	4839	1325
785	4844	1319
786	4851	1312
787	4856	1306
788	4863	1300
789	4870	1294
790	4874	1288
791	4879	1281
792	4886	1275
793	4892	1269
794	4898	1263
795	4903	1256
796	4910	1250
797	4916	1244
798	4921	1238
799	4926	1231
800	4931	1225
801	4936	1218
802	4942	1212
803	4948	1206
804	4954	1200
805	4959	1193
806	4965	1187
807	4971	1181
808	4976	1174
809	4981	1168
810	4987	1162
811	4993	1156
812	5000	1150
813	5006	1143
814	5015	1138
815	5021	1132
816	5026	1125
817	5034	1120
818	5039	1113
819	5044	1107
820	5049	1100
821	5053	1094
822	5058	1087
823	5063	1081
824	5068	1075
825	5072	1068
826	5076	1061
827	5081	1055
828	5086	1049
829	5092	1043
830	5096	1036
831	5101	1030
832	5105	1023
833	5113	1017
834	5118	1011
835	5123	1005
836	5127	998
837	5131	991
838	5135	985
839	5139	978
840	5143	972
841	5147	965
842	5151	959
843	5155	952
844	5160	946
845	5163	940
846	5167	933
847	5171	927
848	5175	920
849	5180	914
850	5184	907
851	5188	901
852	5195	895
853	5200	889
854	5204	882
855	5209	876
856	5215	870
857	5219	863
858	5223	857
859	5227	850
860	5231	844
861	5235	838
862	5239	831
863	5243	825
864	5247	818
865	5251	812
866	5255	806
867	5260	799
868	5263	793
869	5268	787
870	5272	780
871	5276	774
872	5281	768
873	5285	762
874	5289	755
875	5293	749
876	5296	742
877	5300	736
878	5304	730
879	5307	723
880	5311	717
881	5314	711
882	5319	704
883	5322	698
884	5326	692
885	5330	685
886	5333	679
887	5337	673
888	5340	666
889	5344	660
890	5347	654
891	5351	647
892	5355	641
893	5358	635
894	5362	629
895	5365	622
896	5369	616
897	5373	610
898	5377	604
899	5380	597
900	5384	591
901	5388	585
902	5391	579
903	5394	572
904	5398	566
905	5402	560
906	5405	554
907	5408	548
908	5412	541
909	5415	535
910	5419	529
911	5422	523
912	5426	517
913	5430	510
914	5433	504
915	5437	498
916	5440	492
917	5443	486
918	5447	480
919	5450	473
920	5453	467
921	5457	461
922	5460	455
923	5463	449
924	5467	443
925	5471	437
926	5474	431
927	5477	424
928	5481	418
929	5484	412
930	5488	406
931	5491	400
932	5495	394
933	5498	388
934	5502	382
935	5505	376
936	5508	370
937	5512	364
938	5516	358
939	5520	352
940	5523	346
941	5527	340
942	5530	334
943	5534	328
944	5538	322
945	5542	316
946	5547	310
947	5551	304
948	5555	298
949	5558	292
950	5563	286
951	5566	280
952	5571	274
953	5575	268
954	5579	262
